ut_ms,sunmars_km,earthmars_km,sunmarsearthangle_deg,solarconstantmars,eclipseduration_min,occultationduration_min
1397433600000,241938633.310143,92389814.8217963,4.55605800849553,522.26518652041,32.1,32.5666666666667
1397520000000,241799645.779976,92388656.5205029,5.35591075144262,522.865759860279,31.9333333333333,32.45
1397606400000,241659545.637604,92417906.5837504,6.1642208899588,523.472189879687,31.8166666666667,32.3833333333333
1397692800000,241518340.796848,92477319.5569762,6.97646594759046,524.084469799082,31.6333333333333,32.2666666666667
1397779200000,241376039.26458,92566632.5475642,7.78972133889388,524.702592515733,31.5,32.2
1397865600000,241232649.141054,92685566.126053,8.60192621359639,525.326550595487,31.35,32.0833333333333
1397952000000,241088178.620219,92833823.8505018,9.41151969393904,525.956336264452,31.2166666666667,32.0166666666667
1398038400000,240942635.990017,93011090.4976345,10.2172480211676,526.591941400623,31.0833333333333,31.9333333333333
1398124800000,240796029.632673,93217029.3172123,11.0180566914282,527.233357525462,30.9166666666667,31.8333333333333
1398211200000,240648368.024951,93451278.7406041,11.8130277082672,527.880575795427,30.7666666666667,31.7666666666667
1398297600000,240499659.738412,93713448.983947,12.6013421866595,528.533586993445,30.6166666666667,31.6666666666667
1398384000000,240349913.439643,94003118.9593249,13.3822579238442,529.192381520345,30.4666666666667,31.5833333333333
1398470400000,240199137.890475,94319833.9023684,14.1550961763163,529.856949386214,30.3,31.4833333333333
1398556800000,240047341.948199,94663104.1366256,14.9192342412427,530.527280201666,30.1833333333333,31.4166666666667
1398643200000,239894534.565776,95032405.3556422,15.6741016531717,531.203363168978,30,31.3166666666667
1398729600000,239740724.792058,95427180.6377225,16.4191784431345,531.885187073078,29.8666666666667,31.2666666666667
1398816000000,239585921.772028,95846844.1105023,17.1539943009273,532.572740272309,29.7333333333333,31.1833333333333
1398902400000,239430134.747068,96290785.848934,17.8781278213133,533.266010688937,29.55,31.1
1398988800000,239273373.055266,96758377.3660869,18.5912053626014,533.964985799356,29.4333333333333,31.0333333333333
1399075200000,239115646.131766,97248977.0351883,19.2928993681299,534.669652623973,29.2666666666667,30.95
1399161600000,238956963.509161,97761934.9477274,19.9829262348259,535.37999771676,29.1166666666667,30.8833333333333
1399248000000,238797334.81792,98296596.9681138,20.6610439259433,536.096007154487,28.95,30.7833333333333
1399334400000,238636769.786857,98852307.9844928,21.3270495330337,536.817666525681,28.8,30.7333333333333
1399420800000,238475278.243601,99428414.5182062,21.9807769380995,537.544960919365,28.6666666666667,30.6833333333333
1399507200000,238312870.115073,100024266.933502,22.6220946518105,538.277874913656,28.5,30.6
1399593600000,238149555.427957,100639221.504995,23.2509038314922,539.016392564251,28.3666666666667,30.5333333333333
1399680000000,237985344.309133,101272642.574888,23.8671364204081,539.760497392896,28.1833333333333,30.4666666666667
1399766400000,237820246.986085,101923904.973266,24.470753296471,540.510172375858,28.05,30.4166666666667
1399852800000,237654273.787266,102592396.774637,25.0617422747403,541.265399932407,27.8666666666667,30.35
1399939200000,237487435.142429,103277522.307368,25.640115784794,542.026161913353,27.7333333333333,30.2833333333333
1400025600000,237319741.582917,103978705.119142,26.2059080655416,542.792439589584,27.5833333333333,30.25
1400112000000,237151203.741919,104695390.374017,26.7591718153004,543.564213640625,27.4,30.1833333333333
1400198400000,236981832.354706,105427046.018563,27.2999744132508,544.341464143174,27.2666666666667,30.1333333333333
1400284800000,236811638.258833,106173162.137575,27.8283940473663,545.124170559608,27.0833333333333,30.0833333333333
1400371200000,236640632.394335,106933248.287654,28.3445162432463,545.912311726422,26.9333333333333,30.0166666666667
1400457600000,236468825.803901,107706829.146033,28.8484312808234,546.705865842606,26.7333333333333,29.9666666666667
1400544000000,236296229.633038,108493439.287796,29.3402327848194,547.504810457921,26.6,29.9333333333333
1400630400000,236122855.130233,109292618.070135,29.8200174731448,548.309122461084,26.4166666666667,29.8666666666667
1400716800000,235948713.647098,110103905.415063,30.2878857953524,549.118778067845,26.2666666666667,29.8333333333333
1400803200000,235773816.638518,110926838.905264,30.7439430879806,549.93375280896,26.1166666666667,29.8
1400889600000,235598175.66279,111760952.258521,31.1883009078676,550.754021518046,25.9166666666667,29.75
1400976000000,235421802.381756,112605775.045171,31.6210783038945,551.57955831934,25.7666666666667,29.7166666666667
1401062400000,235244708.560925,113460833.452035,32.0424028798103,552.410336615342,25.5666666666667,29.6666666666667
1401148800000,235066906.069602,114325651.897852,32.4524115553112,553.246329074364,25.4166666666667,29.6333333333333
1401235200000,234888406.880992,115199755.299555,32.85125095886,554.087507617973,25.2,29.6
1401321600000,234709223.072312,116082671.752988,33.2390774094443,554.933843408348,25.05,29.5666666666667
1401408000000,234529366.824881,116973935.349324,33.6160564835354,555.785306835546,24.9,29.55
1401494400000,234348850.42421,117873088.839619,33.9823622167097,556.641867504683,24.6666666666667,29.5
1401580800000,234167686.260078,118779685.909248,34.3381760402738,557.50349422304,24.5166666666667,29.4833333333333
1401667200000,233985886.826594,119693292.924284,34.6836855831727,558.370154987096,24.2833333333333,29.4333333333333
1401753600000,233803464.722252,120613490.132854,35.0190834695227,559.241816969496,24.1166666666667,29.4
1401840000000,233620432.649968,121539872.412435,35.3445662159117,560.118446505955,23.9,29.3833333333333
1401926400000,233436803.417111,122472049.728809,35.6603332910529,561.000009082106,23.7166666666667,29.35
1402012800000,233252589.935512,123409647.510014,35.9665863539937,561.886469320307,23.55,29.3333333333333
1402099200000,233067805.221462,124352307.143779,36.2635286414682,562.777790966391,23.3166666666667,29.3166666666667
1402185600000,232882462.395696,125299686.781623,36.5513644308786,563.673936876387,23.1166666666667,29.2666666666667
1402272000000,232696574.683359,126251462.568075,36.830298462611,564.574869003208,22.9,29.25
1402358400000,232510155.413956,127207330.287789,37.1005351693768,565.480548383305,22.7,29.2333333333333
1402444800000,232323218.021285,128167007.215423,37.362277548991,566.390935123311,22.4333333333333,29.2
1402531200000,232135776.043356,129130233.67402,37.6157255629875,567.305988386656,22.25,29.1833333333333
1402617600000,231947843.122285,130096773.547103,37.8610740797585,568.22566638019,22,29.15
1402704000000,231759433.004177,131066412.932528,38.0985106035552,569.149926340788,21.7833333333333,29.1333333333333
1402790400000,231570559.538984,132038956.465907,38.3282132564785,570.078724521969,21.5833333333333,29.1166666666667
1402876800000,231381236.680351,133014221.579313,38.5503495594612,571.012016180515,21.2833333333333,29.0833333333333
1402963200000,231191478.485435,133992031.768721,38.7650763808598,571.949755563121,21.0666666666667,29.0666666666667
1403049600000,231001299.11471,134972210.33116,38.9725410456776,572.891895893055,20.7833333333333,29.0333333333333
1403136000000,230810712.831746,135954575.75935,39.1728832374793,573.838389356854,20.55,29.0333333333333
1403222400000,230619734.002971,136938939.27114,39.3662371729258,574.789187091058,20.2333333333333,28.9833333333333
1403308800000,230428377.09741,137925104.261132,39.5527336121769,575.744239168994,19.9833333333333,28.9833333333333
1403395200000,230236656.686403,138912867.100071,39.7325014700433,576.703494587606,19.75,28.9666666666667
1403481600000,230044587.443297,139902018.688118,39.9056689790946,577.666901254346,19.4,28.9333333333333
1403568000000,229852184.143125,140892346.333267,40.0723644619899,578.634405974145,19.15,28.9
1403654400000,229659461.662247,141883635.715917,40.2327167996513,579.605954436451,18.7666666666667,28.8666666666667
1403740800000,229466434.977979,142875672.82989,40.3868556680743,580.581491202359,18.5166666666667,28.85
1403827200000,229273119.168198,143868245.844972,40.5349115921104,581.560959691832,18.1166666666667,28.8166666666667
1403913600000,229079529.410908,144861146.841042,40.6770158484194,582.544302171036,17.85,28.8
1404000000000,228885680.983805,145854173.353538,40.8133002472457,583.531459739775,17.5333333333333,28.7833333333333
1404086400000,228691589.263792,146847129.671655,40.9438968295244,584.522372319064,17.1166666666667,28.75
1404172800000,228497269.726484,147839827.855679,41.0689375240396,585.51697863882,16.7833333333333,28.7333333333333
1404259200000,228302737.945682,148832088.485177,41.1885538118655,586.515216225713,16.35,28.6833333333333
1404345600000,228108009.59282,149823741.203445,41.3028764385546,587.517021391152,16,28.6666666666667
1404432000000,227913100.436382,150814625.172923,41.4120351984765,588.522329219448,15.5,28.6333333333333
1404518400000,227718026.3413,151804589.591501,41.5161587919677,589.531073556145,15.1166666666667,28.6
1404604800000,227522803.268313,152793494.433041,41.6153747259219,590.543186996537,14.7166666666667,28.5833333333333
1404691200000,227327447.273306,153781211.555689,41.7098091929531,591.558600874384,14.1833333333333,28.5166666666667
1404777600000,227131974.506613,154767626.247654,41.7995868259511,592.577245250833,13.75,28.5
1404864000000,226936401.212298,155752639.121986,41.8848301936229,593.599048903563,13.15,28.45
1404950400000,226740743.7274,156736168.008961,41.9656589021975,594.623939316163,12.6666666666667,28.4166666666667
1405036800000,226545018.481147,157718149.163597,42.0421882362642,595.651842667759,11.9833333333333,28.3666666666667
1405123200000,226349241.99414,158698536.861051,42.1145274377816,596.682683822906,11.45,28.3333333333333
1405209600000,226153430.8775,159677300.562216,42.1827779605191,597.716386321763,10.6833333333333,28.2666666666667
