ut_ms,sunmars_km,earthmars_km,sunmarsearthangle_deg,solarconstantmars,eclipseduration_min,occultationduration_min
1338076800000,241914889.568796,171743239.391718,38.4866381297069,522.367711322221,30.1,0
1338163200000,241775946.747292,172936410.075789,38.5720846332043,522.968268155298,30.6166666666667,0
1338249600000,241635895.457691,174128344.178634,38.6526014587509,523.574664864247,31.2666666666667,0
1338336000000,241494743.61734,175318864.471888,38.7283168384653,524.186894550282,31.7166666666667,0
1338422400000,241352499.234996,176507810.27473,38.7993576559965,524.804949996473,32.1666666666667,0
1338508800000,241209170.411363,177695039.829157,38.8658485487993,525.428823658666,32.7166666666667,0
1338595200000,241064765.339634,178880431.981494,38.9279105867597,526.05850765621,33.1,0
1338681600000,240919292.306039,180063886.234636,38.9856596075525,526.693993762545,33.6,0
1338768000000,240772759.690386,181245320.314394,39.0392045042106,527.3352733957,33.95,0
1338854400000,240625175.966566,182424665.041385,39.0886459342189,527.98233760878,34.3833333333333,0
1338940800000,240476549.703033,183601857.356128,39.1340758954206,528.635177080455,34.6833333333333,0
1339027200000,240326889.563248,184776833.194173,39.1755783361643,529.293782105473,34.9833333333333,0
1339113600000,240176204.306082,185949521.939218,39.2132305815685,529.958142585207,35.3333333333333,0
1339200000000,240024502.786187,187119843.38586,39.2471051079097,530.628248018212,35.6166666666667,0
1339286400000,239871793.954336,188287707.110635,39.2772712045014,531.304087490786,35.9166666666667,0
1339372800000,239718086.857744,189453013.483113,39.3037962505779,531.985649667495,36.15,0
1339459200000,239563390.640366,190615655.419989,39.3267465476112,532.672922781652,36.4166666666667,3.71666666666667
1339545600000,239407714.543185,191775520.205823,39.3461877852509,533.365894625716,36.6166666666667,5.16666666666667
1339632000000,239251067.904488,192932491.017753,39.3621852682483,534.064552541601,36.8,6.13333333333333
1339718400000,239093460.160145,194086448.046993,39.3748040235097,534.768883410871,37.0166666666667,7.38333333333333
1339804800000,238934900.843872,195237269.268312,39.3841088746675,535.47887364482,37.1833333333333,8.11666666666667
1339891200000,238775399.587502,196384830.986837,39.3901645364805,536.194509174417,37.3833333333333,9.16666666666667
1339977600000,238614966.121257,197529008.316867,39.3930357509679,536.915775440126,37.5,9.76666666666667
1340064000000,238453610.27401,198669675.739286,39.3927874631957,537.642657381588,37.6666666666667,10.7166666666667
1340150400000,238291341.973554,199806707.853206,39.3894850173028,538.375139427166,37.7666666666667,11.25
1340236800000,238128171.246871,200939980.390959,39.3831943431948,539.113205483361,37.8666666666667,11.8666666666667
1340323200000,237964108.220392,202069371.513153,39.3739821019707,539.856838924094,37.9833333333333,12.5833333333333
1340409600000,237799163.120267,203194763.355367,39.3619157628914,540.60602257986,38.0666666666667,13.1666666666667
1340496000000,237633346.272618,204316043.773068,39.3470635933676,541.360738726751,38.15,13.8333333333333
1340582400000,237466668.103799,205433108.231012,39.3294945506758,542.120969075365,38.2166666666667,14.3833333333333
