,ut_ms_x,description,round_time,duration,date_x,ut_ms_y,sunmars_km,earthmars_km,sunmarsearthangle_deg,solarconstantmars,eclipseduration_min,occultationduration_min,season,group,date_y
0,1219371152000.0,MAR_PENUMBRA_END,0,4.166666666666667,2008-08-22 02:12:32,1219363200000,241938908.363002,355756044.048925,19.5650758165222,522.263999026823,4.16666666666667,27.4,1,,2008-08-22
1,1219395791000.0,MAR_PENUMBRA_END,0,3.75,2008-08-22 09:03:11,1219363200000,241938908.363002,355756044.048925,19.5650758165222,522.263999026823,4.16666666666667,27.4,1,,2008-08-22
2,1219420417000.0,MAR_PENUMBRA_END,0,3.15,2008-08-22 15:53:37,1219363200000,241938908.363002,355756044.048925,19.5650758165222,522.263999026823,4.16666666666667,27.4,1,,2008-08-22
3,1219445050000.0,MAR_PENUMBRA_END,0,2.8,2008-08-22 22:44:10,1219363200000,241938908.363002,355756044.048925,19.5650758165222,522.263999026823,4.16666666666667,27.4,1,,2008-08-22
4,1219469664000.0,MAR_PENUMBRA_END,1,1.7833333333333332,2008-08-23 05:34:24,1219449600000,241800159.82512003,356303701.299971,19.390074964884697,522.863536732556,1.78333333333333,26.9333333333333,1,,2008-08-23
5,1219494270000.0,MAR_PENUMBRA_END,1,0.5,2008-08-23 12:24:30,1219449600000,241800159.82512003,356303701.299971,19.390074964884697,522.863536732556,1.78333333333333,26.9333333333333,1,,2008-08-23
6,1233923687000.0,MAR_PENUMBRA_END,168,7.833333333333333,2009-02-06 12:34:47,1233878400000,212273683.425493,349757256.168162,11.2603720037698,678.436510112653,11.216666666666699,51.8166666666667,1,,2009-02-06
7,1233948604000.0,MAR_PENUMBRA_END,168,11.216666666666667,2009-02-06 19:30:04,1233878400000,212273683.425493,349757256.168162,11.2603720037698,678.436510112653,11.216666666666699,51.8166666666667,1,,2009-02-06
8,1233973506000.0,MAR_PENUMBRA_END,169,13.95,2009-02-07 02:25:06,1233964800000,212132655.60993898,349342674.16368103,11.4322412535087,679.338872105923,19.3666666666667,53.6,1,,2009-02-07
9,1233998381000.0,MAR_PENUMBRA_END,169,15.966666666666667,2009-02-07 09:19:41,1233964800000,212132655.60993898,349342674.16368103,11.4322412535087,679.338872105923,19.3666666666667,53.6,1,,2009-02-07
10,1234023256000.0,MAR_PENUMBRA_END,169,17.833333333333332,2009-02-07 16:14:16,1233964800000,212132655.60993898,349342674.16368103,11.4322412535087,679.338872105923,19.3666666666667,53.6,1,,2009-02-07
11,1234048119000.0,MAR_PENUMBRA_END,169,19.366666666666667,2009-02-07 23:08:39,1233964800000,212132655.60993898,349342674.16368103,11.4322412535087,679.338872105923,19.3666666666667,53.6,1,,2009-02-07
12,1234072984000.0,MAR_PENUMBRA_END,170,20.933333333333334,2009-02-08 06:03:04,1234051200000,211993063.489705,348926955.285713,11.6037251055969,680.233821909078,23.5833333333333,54.75,1,,2009-02-08
13,1234097845000.0,MAR_PENUMBRA_END,170,22.3,2009-02-08 12:57:25,1234051200000,211993063.489705,348926955.285713,11.6037251055969,680.233821909078,23.5833333333333,54.75,1,,2009-02-08
14,1234122701000.0,MAR_PENUMBRA_END,170,23.583333333333332,2009-02-08 19:51:41,1234051200000,211993063.489705,348926955.285713,11.6037251055969,680.233821909078,23.5833333333333,54.75,1,,2009-02-08
15,1234147560000.0,MAR_PENUMBRA_END,171,24.85,2009-02-09 02:46:00,1234137600000,211854924.443803,348510161.308292,11.7748300126283,681.121197897393,27.9333333333333,56.133333333333304,1,,2009-02-09
16,1234172407000.0,MAR_PENUMBRA_END,171,25.9,2009-02-09 09:40:07,1234137600000,211854924.443803,348510161.308292,11.7748300126283,681.121197897393,27.9333333333333,56.133333333333304,1,,2009-02-09
17,1234197261000.0,MAR_PENUMBRA_END,171,26.98333333333333,2009-02-09 16:34:21,1234137600000,211854924.443803,348510161.308292,11.7748300126283,681.121197897393,27.9333333333333,56.133333333333304,1,,2009-02-09
18,1234222106000.0,MAR_PENUMBRA_END,171,27.933333333333334,2009-02-09 23:28:26,1234137600000,211854924.443803,348510161.308292,11.7748300126283,681.121197897393,27.9333333333333,56.133333333333304,1,,2009-02-09
19,1234246955000.0,MAR_PENUMBRA_END,172,28.916666666666668,2009-02-10 06:22:35,1234224000000,211718255.73391598,348092336.122825,11.9455627839154,682.000838627612,30.6833333333333,57.0,1,,2009-02-10
20,1234271801000.0,MAR_PENUMBRA_END,172,29.833333333333332,2009-02-10 13:16:41,1234224000000,211718255.73391598,348092336.122825,11.9455627839154,682.000838627612,30.6833333333333,57.0,1,,2009-02-10
21,1234296645000.0,MAR_PENUMBRA_END,172,30.683333333333334,2009-02-10 20:10:45,1234224000000,211718255.73391598,348092336.122825,11.9455627839154,682.000838627612,30.6833333333333,57.0,1,,2009-02-10
22,1234321492000.0,MAR_PENUMBRA_END,173,31.55,2009-02-11 03:04:52,1234310400000,211583074.500427,347673506.469234,12.1159296127171,682.872582894322,33.8,58.05,1,,2009-02-11
23,1234346332000.0,MAR_PENUMBRA_END,173,32.31666666666667,2009-02-11 09:58:52,1234310400000,211583074.500427,347673506.469234,12.1159296127171,682.872582894322,33.8,58.05,1,,2009-02-11
24,1234371178000.0,MAR_PENUMBRA_END,173,33.083333333333336,2009-02-11 16:52:58,1234310400000,211583074.500427,347673506.469234,12.1159296127171,682.872582894322,33.8,58.05,1,,2009-02-11
25,1234396017000.0,MAR_PENUMBRA_END,173,33.8,2009-02-11 23:46:57,1234310400000,211583074.500427,347673506.469234,12.1159296127171,682.872582894322,33.8,58.05,1,,2009-02-11
26,1234420860000.0,MAR_PENUMBRA_END,174,34.55,2009-02-12 06:41:00,1234396800000,211449397.758445,347253685.036472,12.2859352687744,683.736269787067,35.85,58.6666666666667,1,,2009-02-12
27,1234445697000.0,MAR_PENUMBRA_END,174,35.2,2009-02-12 13:34:57,1234396800000,211449397.758445,347253685.036472,12.2859352687744,683.736269787067,35.85,58.6666666666667,1,,2009-02-12
28,1234470536000.0,MAR_PENUMBRA_END,174,35.85,2009-02-12 20:28:56,1234396800000,211449397.758445,347253685.036472,12.2859352687744,683.736269787067,35.85,58.6666666666667,1,,2009-02-12
29,1234495376000.0,MAR_PENUMBRA_END,175,36.5,2009-02-13 03:22:56,1234483200000,211317242.393825,346832874.944004,12.4555826179715,684.591738748161,38.25,59.4166666666667,1,,2009-02-13
30,1234520213000.0,MAR_PENUMBRA_END,175,37.1,2009-02-13 10:16:53,1234483200000,211317242.393825,346832874.944004,12.4555826179715,684.591738748161,38.25,59.4166666666667,1,,2009-02-13
31,1234545055000.0,MAR_PENUMBRA_END,175,37.7,2009-02-13 17:10:55,1234483200000,211317242.393825,346832874.944004,12.4555826179715,684.591738748161,38.25,59.4166666666667,1,,2009-02-13
32,1234569890000.0,MAR_PENUMBRA_END,176,38.25,2009-02-14 00:04:50,1234569600000,211186625.159173,346411074.344157,12.6248724981777,685.438829631206,39.8666666666667,59.866666666666696,1,,2009-02-14
33,1234594731000.0,MAR_PENUMBRA_END,176,38.85,2009-02-14 06:58:51,1234569600000,211186625.159173,346411074.344157,12.6248724981777,685.438829631206,39.8666666666667,59.866666666666696,1,,2009-02-14
34,1234619563000.0,MAR_PENUMBRA_END,176,39.35,2009-02-14 13:52:43,1234569600000,211186625.159173,346411074.344157,12.6248724981777,685.438829631206,39.8666666666667,59.866666666666696,1,,2009-02-14
35,1234644400000.0,MAR_PENUMBRA_END,176,39.86666666666667,2009-02-14 20:46:40,1234569600000,211186625.159173,346411074.344157,12.6248724981777,685.438829631206,39.8666666666667,59.866666666666696,1,,2009-02-14
36,1234669235000.0,MAR_PENUMBRA_END,177,40.36666666666667,2009-02-15 03:40:35,1234656000000,211057562.669862,345988280.188316,12.793803866384803,686.2773827602321,41.783333333333296,60.366666666666696,1,,2009-02-15
