ut_ms,sunmars_km,earthmars_km,sunmarsearthangle_deg,solarconstantmars,eclipseduration_min,occultationduration_min
1278720000000,241931819.465805,277583540.226705,33.1501877349432,522.29460541872,0,11.6333333333333
1278806400000,241793153.176141,278596152.998202,33.0320643450894,522.893840107969,0,11.2166666666667
1278892800000,241653377.603287,279601893.817904,32.9129037166657,523.498912747537,0,10.6166666666667
1278979200000,241512500.622132,280600682.360911,32.7927282814676,524.109816577147,0,10.1333333333333
1279065600000,241370530.199846,281592446.615398,32.6715633033583,524.726544516286,0,9.6
1279152000000,241227474.396187,282577128.209372,32.5494361830904,525.349089156121,0,8.93333333333333
1279238400000,241083341.363808,283554685.853288,32.4263753769978,525.977442751271,0,8.33333333333333
1279324800000,240938139.348574,284525096.252084,32.3024092000277,526.611597211447,0,7.55
1279411200000,240791876.689876,285488352.732112,32.1775647791038,527.251544092935,0,6.85
1279497600000,240644561.820956,286444462.414648,32.0518673115079,527.897274589957,0,5.85
1279584000000,240496203.26923,287393442.851833,31.9253396508148,528.548779525872,0,4.96666666666667
1279670400000,240346809.656616,288335318.778791,31.7980021569972,529.206049344266,0,4.01666666666667
1279756800000,240196389.699864,289270119.292028,31.6698727219575,529.869074099877,0,1.58333333333333
1279843200000,240044952.21088,290197875.511344,31.540966896137,530.537843449417,0,0
1279929600000,239892506.097064,291118618.663101,31.4112980693357,531.212346642241,0,0
1280016000000,239739060.361631,292032378.503858,31.2808776821949,531.892572510901,0,0
1280102400000,239584624.103944,292939182.032283,31.1497154576458,532.578509461561,0,0
1280188800000,239429206.519837,293839052.470881,31.0178196448581,533.270145464298,0,0
1280275200000,239272816.901942,294732008.513044,30.8851972660133,533.967468043271,0,0
1280361600000,239115464.640009,295618063.819256,30.7518543532643,534.670464266764,0,0
1280448000000,238957159.221226,296497226.716457,30.6177961630202,535.379120737118,0,0
1280534400000,238797910.230532,297369500.020335,30.4830273587203,536.093423580523,0,0
1280620800000,238637727.350931,298234880.875319,30.3475521612746,536.813358436711,0,0
1280707200000,238476620.363801,299093360.500837,30.2113744771372,537.538910448512,0,0
1280793600000,238314599.149191,299944923.751961,30.0744980261821,538.2700642513,0,0
1280880000000,238151673.686126,300789548.455225,29.9369265037372,539.006803962322,0,0
1280966400000,237987854.052898,301627204.57774,29.7986638208319,539.749113169905,0,0
1281052800000,237823150.427355,302457853.44071,29.6597144685401,540.496974922551,0,0
1281139200000,237657573.08718,303281447.390884,29.5200840363043,541.250371717918,0,0
1281225600000,237491132.410175,304097930.536526,29.3797798677335,542.009285491686,0,0
1281312000000,237323838.874524,304907241.194903,29.2388117557303,542.773697606314,0,0
1281398400000,237155703.05906,305709316.390186,29.0971924842892,543.543588839683,0,0
1281484800000,236986735.643523,306504098.002344,28.9549379781634,544.318939373634,0,0
1281571200000,236816947.408808,307291539.264005,28.8120668942147,545.099728782391,0,0
1281657600000,236646349.237207,308071609.833114,28.6685996838998,545.885936020894,0,0
1281744000000,236474952.112644,308844298.093966,28.5245573694859,546.677539413008,0,0
1281830400000,236302767.120904,309609610.451928,28.3799603660006,547.474516639646,0,0
1281916800000,236129805.449844,310367568.446843,28.2348276014727,548.276844726781,0,0
1282003200000,235956078.389608,311118204.9349,28.0891760214572,549.084500033367,0,0
1282089600000,235781597.332827,311861560.374564,27.9430204234883,549.897458239164,0,0
1282176000000,235606373.774804,312597679.763391,27.7963735060905,550.71569433246,0,0
1282262400000,235430419.313702,313326610.341647,27.6492460224779,551.539182597712,0,0
1282348800000,235253745.650708,314048399.934955,27.5016469644839,552.367896603095,0,0
1282435200000,235076364.5902,314763095.731746,27.3535837395606,553.201809187959,0,0
1282521600000,234898288.039893,315470743.313666,27.2050623304952,554.04089245021,0,0
1282608000000,234719528.010978,316171385.818747,27.0560874419006,554.885117733607,0,0
1282694400000,234540096.618252,316865063.18072,26.9066626420105,555.734455614981,0,0
1282780800000,234360006.080232,317551811.433548,26.756790506425,556.588875891374,0,0
1282867200000,234179268.719259,318231662.090114,26.6064727657859,557.448347567122,0,0
1282953600000,233997896.961591,318904641.59871,26.4557104550632,558.312838840853,0,0
1283040000000,233815903.33748,319570770.858165,26.3045040606412,559.182317092437,0,0
1283126400000,233633300.481237,320230064.744606,26.1528536640536,560.056748869863,0,0
1283212800000,233450101.131285,320882531.584651,26.000759088223,560.936099876082,0,0
1283299200000,233266318.130194,321528172.516401,25.8482200624976,561.820334955782,0,0
1283385600000,233081964.424702,322166980.726542,25.6952364345595,562.709418082138,0,0
1283472000000,232897053.065716,322798940.654209,25.5418084664524,563.603312343524,0,0
1283558400000,232711597.208303,323424027.417867,25.3879372513485,564.501979930202,0,0
1283644800000,232525610.111653,324042206.929156,25.2336252661207,565.405382120999,0,0
1283731200000,232339105.139025,324653437.320734,25.0788770210461,566.313479269983,0,0
1283817600000,232152095.75767,325257672.261258,24.9236996834144,567.226230793155,0,0
1283904000000,231964595.538724,325854866.270275,24.7681034696869,568.143595155167,0,0
1283990400000,231776618.157079,326444981.285986,24.6121015889613,569.065529856094,0,0
1284076800000,231588177.391217,327027992.88981,24.4557096359452,569.991991418271,0,0
1284163200000,231399287.123011,327603894.407027,24.2989445442433,570.922935373209,0,0
1284249600000,231209961.337491,328172697.875757,24.1418233905807,571.858316248636,0,0
1284336000000,231020214.122569,328734432.135717,23.9843623656962,572.798087555635,0,0
1284422400000,230830059.668728,329289139.206119,23.8265761006781,573.742201775932,0,0
1284508800000,230639512.268663,329836870.275729,23.6684773671243,574.69061034931,0,0
1284595200000,230448586.316901,330377682.214366,23.5100770561944,575.643263661141,0,0
1284681600000,230257296.309379,330911634.96686,23.3513843110799,576.600111030038,0,0
1284768000000,230065656.843006,331438789.792661,23.1924067109092,577.561100695548,0,0
1284854400000,229873682.615217,331959208.126823,23.0331504446259,578.526179805883,0,0
1284940800000,229681388.42352,332472950.803133,22.8736204490656,579.495294405618,0,0
1285027200000,229488789.16506,332980077.422612,22.7138205095104,580.468389423298,0,0
1285113600000,229295899.836204,333480645.720299,22.5537533342519,581.44540865893,0,0
1285200000000,229102735.532142,333974710.854379,22.3934206199083,582.426294771338,9.73333333333333,0
1285286400000,228909311.446516,334462324.602049,22.2328231238261,583.410989265395,12.6666666666667,0
1285372800000,228715642.871066,334943534.488955,22.0719607558326,584.399432479143,15.25,0
1285459200000,228521745.195276,335418382.898797,21.9108326958803,585.391563570891,17.8833333333333,0
1285545600000,228327633.906018,335886906.2064,21.7494375390211,586.38732050635,19.7166666666667,0
1285632000000,228133324.58717,336349133.957608,21.5877734669514,587.386640045879,21.7166666666667,0
1285718400000,227938832.919198,336805088.097253,21.4258384475825,588.389457731929,23.1666666666667,0
1285804800000,227744174.678695,337254782.242449,21.2636304706521,589.395707876735,24.8333333333333,0
1285891200000,227549365.737869,337698221.033996,21.1011478360074,590.40532355031,26.05,0
1285977600000,227354422.063963,338135399.689693,20.9383895168246,591.418236568779,27.1166666666667,0
1286064000000,227159359.718637,338566304.027445,20.7753556147437,592.434377483051,28.4833333333333,0
1286150400000,226964194.857275,338990911.382721,20.6120478981448,593.453675567838,29.4,0
1286236800000,226768943.728251,339409192.912253,20.4484703630799,594.476058811043,30.6,0
1286323200000,226573622.672139,339821117.601727,20.2846296888861,595.501453903466,31.3833333333333,0
1286409600000,226378248.120885,340226657.774209,20.1205354139078,596.529786228859,32.4333333333333,0
1286496000000,226182836.596924,340625795.148248,19.9561996841689,597.560979854307,33.15,1.7
1286582400000,225987404.71227,341018525.946244,19.791636553777,598.594957520934,34.05,6.51666666666667
1286668800000,225791969.167557,341404863.68057,19.6268609885589,599.631640634932,34.6666666666667,9.65
1286755200000,225596546.751058,341784839.093511,19.4618878357829,600.670949258924,35.2833333333333,11.5833333333333
1286841600000,225401154.33765,342158497.775422,19.2967310016842,601.712802103653,36.0166666666667,13.6333333333333
1286928000000,225205808.887767,342525896.602662,19.1314029551564,602.757116520019,36.55,15.0833333333333
